Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
Data Analyst L4,Sanofi,4,data analystcdata validationbusiness analyticsdata engineeringsalesanalyticsautomation,4-5 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3 weeks ago
Data Analyst L4,Amgen Inc,2.7,data analystcdata validationbusiness analyticsdata engineeringsalesanalyticsautomation,6-11 Yrs,Hyderabad,,3+ weeks ago
Presales Data Analyst,Amgen Inc,2.7,IT servicesPerformance managementData AnalystOracleBusiness intelligenceMS OfficemicrosoftPowerpoint,6-10 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Data Analyst,Amgen Inc,2.7,Business processAutomationData analysisTechnology managementAnalyticalData AnalystBusiness intelligenceAnalytics,5-10 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Data Analyst,Hitachi Vantara,3.5,exceltableaugcpdata integration toolspower biawscommunication skillsBi,1-4 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Amgen Inc,2.7,GISIT servicesPostgresqlAnalyticalJSONMongoDBSeleniumAnalytics,1-6 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 weeks ago
Databricks Data Analyst,Amgen Inc,2.7,Performance tuningRoot cause analysisData analysisData validationData modelingData AnalystBusiness intelligenceOpen source,0-2 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 weeks ago
Data Analyst (Location - All Over India),Accenture,3.7,PythonBigquerySnowflakeSCALATableauDomoSQLData,0-2 Yrs,Hyderabad,,2 weeks ago
Data Analyst,Amgen Inc,2.7,JavaDroolsSparkDataData analysisDrool,3-7 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Data Analysts,Accenture,3.7,analytics reportingAutomationData validationCSalesBusiness analyticsManagementCSAT,0-3 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Online Data Analyst,Accenture,3.7,Computer scienceHospitalityData analysisGoogle AnalyticsWeb analyticsSocial mediaE-commerceData Analyst,1-5 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Analytical skillsData validationExcelVLOOKUPReport writingMySQLData collectionData Analyst,1-4 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,GraphicsExcelData managementData AnalystStatisticsData analysisManagementData,5-10 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Payer Data Analyst,Accenture,3.7,Health insuranceData analysisClaimsProject estimationExcelPharmaAgileHealthcare,2-7 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Data Analyst,Accenture,3.7,Data analysisExcelStatistical analysisAnalyticalpower bidata integrityData Analystdata visualization,3-8 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Data AnalystprofessionalData analysisData,2-5 Yrs,Hyderabad,,3+ weeks ago
Join WaferWire as a Data Analyst,Qualcomm,3.7,Data analysisBusiness transformationData managementBusiness analyticsAnalyticalBusiness intelligenceInternshipData entry,3-5 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Computer scienceHealth insuranceData analysisAutomationDevelopment ManagerAnalyticalMarket intelligenceOperations,4-8 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,GE VERNOVA,4.1,TrainingE-learningDatabase designAnalyticalDatabaseData AnalystTroubleshootingData mining,5-15 Yrs,"Hyderabad, Pune, Bengaluru",,3+ weeks ago
Data Analyst,Freyr,3.7,MySQLData AnalystPythonData analysisData,6-10 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Data analysisAutomationJavascriptHTMLData miningSQLBusiness operationsData extraction,8-13 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
Data Analyst,Accenture,3.7,RedhatIT trainingData analysisIT AnalystdevopsIT infrastructure managementInfrastructureDeployment,6-9 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Data Analyst,Accenture,3.7,snowflakedata manipulationoptimizationquerylookerpythonsql queriesData analysisData,3-6 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,1 week ago
MLops engineer,Accenture,3.7,pythonMlopsAWSMl DeploymentMl PipelinesMl AlgorithmsMachine LearningAlgorithms,8-15 Yrs,"Hyderabad, Kolkata, Chennai, Bengaluru",,3+ weeks ago
Data Analyst,Accenture,3.7,Data AnalystData analysisData,1-6 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Root cause analysisExcelSales operationsAgile scrumBusiness AnalystBusiness Data AnalystSupply chain operationsCorporate finance,5-10 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Accenture,3.7,Data analysisSCALAData AnalystSQLPythonAnalysisData,2-7 Yrs,"Hyderabad, Chennai",,3+ weeks ago
Programmer / Data Analyst,Accenture,3.7,TrainingBusiness AnalystQuality checkProgrammingData AnalystResearchTroubleshootingTesting,0-1 Yrs,"Hyderabad, Warangal, Nizamabad",,3+ weeks ago
Data Analyst,Accenture,3.7,BasicBackendExcelSchemaquerypower biData AnalystAWS,1-3 Yrs,"Hyderabad, Warangal",,2 days ago
"TEAM LEAD, AMAZON NOW",Accenture,3.7,Site managementWarehouseComplianceNetworkingMS Officeroad safetyOperationsCapacity planning,1-3 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,Just now
Team Lead,Accenture,3.7,BPOTeam HandlingTeam CoachingNPSBpo OperationsShrinkageCSATAttrition,2-3 Yrs,Hyderabad,,Few hours ago
Team Coach,Accenture,3.7,Team LeadingTeam CoachingSocial WorkTeam ManagementTeam HandlingFund RaisingTeam CoordinationNGO Management,3-5 Yrs,Hyderabad,,1 day ago
Timesheet & Attendence Coordinator,IBM,3.9,PayrollExcelHR operationsComplianceBillingFinancial operationsManagementAuditing,1-6 Yrs,Hyderabad,,Today
Team Lead,Accenture,3.7,Last Mile DeliveryLast MileWarehouse OperationsDelivery OperationsInventory ManagementStock ManagementVehicle TrackingRoute Planning,10-18 Yrs,Hyderabad,,3+ weeks ago
Exciting Data Analysts,Accenture,3.7,ProcurementComputer scienceConstructionExcelAnalyticalpower biData qualityData Analyst,3-8 Yrs,Hyderabad,,Today
Executive Assistant,Accenture,3.7,Email ManagementAdministrative SupportTravel ArrangementsSecretarial ActivitiesCalendar ManagementEAEmailTravel,3-8 Yrs,Hyderabad,,Today
ER Coordinator,Accenture,3.7,complianceoperationsmedical administrationcommunication and interpersonal skillshospitalpatient carehealthcareCommunication skills,2-7 Yrs,"Hyderabad, Pune, Bengaluru",,Few hours ago
COORDINATOR,Accenture,3.7,electrical safetyelectronicsplcfire safetyconstruction safetyelectrical engineeringhousekeepingcoordination,6-11 Yrs,Hyderabad,,Today
Team Manager / SDM,Accenture,3.7,AmlStakeholder EngagementInvestment BankingKYCPeople Management SkillsChange ManagementCommunication SkillsAnalytical,7-10 Yrs,Hyderabad,,Few hours ago
DNB Coordinator,Wipro,3.6,coordinatorhospitaladmission processcommunication skillsAdmissionsProcessDNBCoordination,3-8 Yrs,Hyderabad,,Today
DNB Coordinator,Teleperformance (TP),3.8,coordinatorprofessor activitiestutoringacademicsteachingtrainingnursingpatient care,4-6 Yrs,Hyderabad,,Just now
Power BI /Azure Databricks / MSBI,Reuters,3.8,Power BiAzure DatabrickssparkDaxDashboardsSSRSdatabricksMSBI,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",,Few hours ago
Data Scientist (Senior),Pepsico,4,advanced analyticspythondata analyticsdata analysismathematicstrainingengineeringmachine learning,4-8 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,3+ weeks ago
Staff Machine Learning Engineer,Lloyds Technology Centre India,3.5,Computer scienceC++SAPPrototypeMachine learningWorkflowData processingForecasting,5-7 Yrs,Hyderabad,,3+ weeks ago
Scientist | Cancer Biology,Warner Bros. Discovery,3.7,Flow cytometryData analysisPharmaAnalyticalMachine learningClinical trialsCell biologyGMP,1-4 Yrs,"Hyderabad, Mumbai, Delhi / NCR",,3 weeks ago
Machine Learning Engineer - MLOps,Warner Bros. Discovery,3.7,Machine LearningKubeflowTensorflowMLOpsPyTorchDockerCI/CD PipelineAWS SageMaker,4-5 Yrs,Hyderabad(Raidurgam),,2 weeks ago
Data loss prevention (DLP) analyst,Synchrony,4.3,Data loss preventionData ClassificationDlpData SecuritySecurityLoss preventionData analysisAnalysis,1-6 Yrs,Hyderabad(Nacharam),,Few hours ago
Data Scientist(Pharma domain),Reuters,3.8,Data ScienceClassificationLife SciencesHIPAARegressionPharmaceuticalGdprGxp,7-12 Yrs,"Hyderabad, Mumbai, Bengaluru",,Few hours ago
Senior Machine Learning / Deep Learning Engineer,CGI,4,deep learningrtensorflowregressiondata annotationneural networksdesignpytorch,8-13 Yrs,Hyderabad,,1 day ago
Team Lead - Motherhub F&V,Warner Bros. Discovery,3.7,Fruits And VegetablesWarehouse OperationsGrocerymotherhub operationsF&V auditFood And BeverageF&V OperationsBeverage,4-6 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Today
Team Lead,Liveramp,1.2,Lead ManagementCommunication SkillsLeadership SkillsRecruitmentTalent AcquisitionManagementTeamLeadership,1-5 Yrs,"Hyderabad, Chennai, Bengaluru",,2 days ago
Executive Assistant,Luxoft,3.6,Meeting PlanningSecretarial ActivitiesTravel ManagementSchedulingCalendar ManagementOffice ManagementManagementAssistance,6-10 Yrs,Hyderabad,,1 day ago
Team Lead,Reuters,3.8,Loss MitigationTeam HandlingUS MortgageUS loan servicingdefault claimUS UnderwritingInvestor AccountingPost Closing,1-3 Yrs,Hyderabad,,2 days ago
Specialist IS Bus Sys Analyst,Deloitte Consulting,3.7,ipqadocumentationbusiness analysisquality assuranceqmsproject managementdata analysisquality control,4-6 Yrs,Hyderabad,,1 day ago
Business Analyst,CGI,4,BrdHealthcareSupply ChainLife SciencesRequirement GatheringBusiness AnalysisSupplyAnalysis,3-8 Yrs,Hyderabad,,Today
WE ARE Hiring Surgery CODER & Surgery TEAM LEAD,CGI,4,SurgeryCPCMedical Codingsurgery tlCcsSDSCRCMedical coder,2-7 Yrs,Hyderabad,,1 day ago
Data Analyst II,Ascensus Global Services,4.1,Supply chainMiningERPAutomationData analysisSurgicalAerospaceAnalytical,6-10 Yrs,"Hyderabad, Bengaluru",,1 day ago
Software Engineer I Data Engineer,Warner Bros. Discovery,3.7,deliverypythoninformation technologyglueamazon redshiftpresentation skillsimpalacloud technologies,7-9 Yrs,Hyderabad,,2 days ago
Specialist IS Analyst,Primera Medical Technologies,3.6,Tableaumavenaimachine learninggitdata sciencegcpregression,5-8 Yrs,Hyderabad(Mind Space),,1 day ago
"Applied Scientist II, Intl Seller Growth",Jetsetgo,2.4,algorithmscec++pythonproject managementsoftware developmentdata miningprogram management,14-19 Yrs,Hyderabad,,1 day ago
"Data Scientist, WW DSP Analytics",Metaapply,3.8,Data analysisSASMachine learningPerlContinuous improvementMATLABForecastingAnalytics,5-8 Yrs,Hyderabad,,1 day ago
ML Ops Engineer,Orica,4.1,MlAzure CloudPalantir FoundrySparkPythonSQLCloudOps,5-10 Yrs,Hyderabad,,1 day ago
Lead II - Software Engineering,NOVARTIS,4.1,continuous integrationdataanalyticalscalagluedynatracepysparkci/cd,8-13 Yrs,Hyderabad,,1 day ago
Sr AIML Developer,Warner Bros. Discovery,3.7,Artificial IntelligenceMachine LearningPythonMachineDevelopmentIntelligenceSRAiml,5-10 Yrs,Hyderabad,,1 day ago
"Databricks Platform, Engineering & Operations Lead",Warner Bros. Discovery,3.7,release managementdata analysisdata architecturedata engineeringdata modelingdata managementpredictive analyticsmachine learning,4-10 Yrs,"Hyderabad, Pune, Chennai",,Today
Data Engineer,NOVARTIS,4.1,Data EngineeringPythonSQLPysparkDataEngineering,1-4 Yrs,Hyderabad,,1 day ago
Sr. Data Engineer,Warner Bros. Discovery,3.7,Data analysisGCPData modelingJavascriptSystem designForecastingDistribution systemSQL,1-4 Yrs,Hyderabad,,1 day ago
Data Engineering Tech Lead,Google,4.4,hivepythondata analysisairflowdata processingdata warehousingdata pipelinerelational databases,3-5 Yrs,Hyderabad,,Today
Data Engineer,Warner Bros. Discovery,3.7,ETLData BricksAmazon RedshiftBigquerySnowflakeSparkAws GluePython,2-5 Yrs,Hyderabad,,2 days ago
Data Engineer,Maker Lab,4.6,SnowflakeDBTETLSQLDataData Engineering,3-8 Yrs,Hyderabad,,Few hours ago
Production Agent,Arcesium,3.4,product supportcustomer servicetechnical supportcustomer queriesinformation systemsmis preparationproject managementdata analysis,4-5 Yrs,Hyderabad,,Few hours ago
Production Agent L1,Prudent Globaltech Solutions,4.1,customer servicemis preparationproduct supportdata analysisdata analyticsmis reportingarcgisremote sensing,1-3 Yrs,"Hyderabad, Bengaluru, Delhi / NCR",,Few hours ago
Audit Support Assistant,Warner Bros. Discovery,3.7,International Voice ProcessCustomer Support RepresentationInternational Call CenterHealthcare BpoVoice ProcessUS HealthcareInbound Voice ProcessCustomer Support,3-7 Yrs,Hyderabad,,1 day ago
Measurement & Report Analyst,Arcesium,3.4,company auditauditingaccountingreporting analysiswfmAIOC-S01595326project managementdata analysis,2-7 Yrs,Hyderabad,,Few hours ago
"Analyst II, Client Service Operations L2",Google,4.4,balance sheetproject managementdata analysisbloombergdata processingresearch analystaccountingcorporate finance,1-3 Yrs,Hyderabad,,1 day ago
Executive - Sales & Business Development(Branding / FMCG / Fragrance),Sureprep India,4,Sales And MarketingB2B MarketingLead GenerationB2C MarketingField MarketingBusiness DevelopmentSales PromotionMarketing,2-5 Yrs,Hyderabad,,2 days ago
TL-AR Management HC,Amazon,3.9,accounts receivableprocessanalyticalteam managementwindows xpcustomer servicepaymentsteam skills,7-12 Yrs,"Hyderabad, Bengaluru",,Few hours ago
System/Data Engineer,Sureprep India,4,Data EngineeringSQL queriesERPSAPSAP B1Technical SupportCRM SupportSAP Business One,5-10 Yrs,Hyderabad,,Few hours ago
Lead Business Analyst,Sureprep India,4,project managementdata analysisbusiness analysisprocess improvementbusiness analystchange managementstrategic planningagile project management,4-9 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Few hours ago
Total Rewards Analyst / APAC,EY,3.4,insurancemedicaldata analysishrisadministrationleave managementcompensation benchmarkinghr,10-15 Yrs,Hyderabad,,Today
Data Engineer - Snowflake,Sureprep India,4,snowflakesql queriessql serversqletl toolpythondata manipulationdata warehousing,10-15 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Amazon,3.9,software engineerorder processingsapdata analysissoftware developmentasset managementbusiness processessubject matter expert,8-13 Yrs,"Hyderabad, Noida, Bengaluru",,1 day ago
Sr. Staff Technical Program Manager,Amazon,3.9,compliancerisk managementproject managementaiuser storiesmachine learningartificial intelligencechange management,8-9 Yrs,Hybrid - Hyderabad,,Few hours ago
GM Cancer (Screening Program ),Sureprep India,4,compliancemedicaldata analysisoperationsmedical staffmbbsleadershipregulatory compliance,2-4 Yrs,Hyderabad,,2 weeks ago
Machine Learning Engineer,EY,3.4,NumpyScikit-LearnPandasPythonTensorflowgoogle colabMatplotlibJupyter Notebook,1-3 Yrs,Hybrid - Hyderabad,,1 day ago
Custom Software Engineer,Sureprep India,4,software engineerfront endkubernetespythondata analysisaireactbusiness intelligence,0-1 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Sureprep India,4,software engineerfront endkubernetespythondata analysisaibusiness intelligencedocker,2-5 Yrs,Hyderabad,,Few hours ago
Cloud Database Engineer,EY,3.4,cloud databaserdskubernetesadvocatesqldockeransiblecloud,5-10 Yrs,Hyderabad,,Today
Data Engineer - Snowflake,EY,3.4,Snowflakeand Azure Data FactorySnaplogicPostgreSQLDBTSQL ServerServerAzure Data Factory,0-3 Yrs,Hyderabad,,2 days ago
Deputy Area Manager - Operations and Service,Sureprep India,4,operationsvendor managementdata analyticsdata analysiscash managementcpvslasales,7-12 Yrs,Hyderabad,,1 day ago
Analyst - Global Trade Content,EY,3.4,Import ExportGlobal TradetariffTrade FinanceTrade ComplianceInternational TradeFTAExport Finance,1-6 Yrs,Hyderabad,,2 days ago
Senior Executive - Debt Management Services - Consumer,Sureprep India,4,Account ManagementRegulatory ReportingDashboard CreationDebt CollectionData AnalysisCompliance ManagementReportingCollections,4-9 Yrs,Hyderabad,,1 day ago
"Quality Manager, gTech Ads Solutions",Blend360 India,3,data analysisteam managementquality controlquality auditquality analysisqcquality managementquality engineering,2-6 Yrs,Hyderabad,,2 days ago
Sr Associate HR Data Analysis (Visier Admin),Cognizant,3.6,hrhr datadata analysisworkdaycompliancehr technologytroubleshootingdata privacy,5-8 Yrs,Hyderabad,,Today
Associate - HIM,Cotiviti,3.6,medicaldata analysisdata managementinformation managementdata management systemscompliancecommunication and interpersonal skillsanalytical skills,4-6 Yrs,Hyderabad,,Few hours ago
Lead Operational Excellence,Lloyds Technology Centre India,3.5,six sigmaprocessdata analysisperformance analyticslean six sigmalean methodologysmedroot cause analysis,7-12 Yrs,Hyderabad,,1 day ago
E-File Analyst - US Tax Forms,Applyboard,2.5,formingus taxtdsaccounts payablesoftware testingtax returnsgstauditing,4-9 Yrs,Hyderabad,,2 days ago
"Sr. Associate, Field Effectiveness",Lloyds Technology Centre India,3.5,compliancecrm systemsdata analyticsdata analysispower bisales analyticsbusiness intelligenceinternal audit,4-9 Yrs,Hyderabad,,2 days ago
Associate IS Analyst - GPS technology support,Thomson Reuters,3.8,compliancebiotechnologydata analyticsoracledata analysisl2 supportregulatory compliancedatabase technologies,2-5 Yrs,Hyderabad,,2 days ago
Senior Associate - MDM Data Analytics,Tiger Analytics,3.7,data analyticspythonproject managementconfluencedatabricksuser experiencedata analystsql,5-10 Yrs,Hyderabad,,1 day ago
"Senior Manager, APMC Data Management",Bristol Myers Squibb,3.6,it risk managementrisk managementrisk assessmentproject managementdata managementdata analysiscloud securityiso,8-10 Yrs,"Hyderabad, Pune",,1 day ago
"Senior Manager, APMC Data Management",Tiger Analytics,3.7,project managementsapdata managementdata analysissupply chainregulatorydata integrityveeva,6-12 Yrs,Hyderabad,,2 days ago
"Senior Associate, Content - Marketing Technology",Exxon Mobil Corporation,3.8,marketingdata analysismarketing technologysprintbootstrapcontent strategysalesforceangular,5-10 Yrs,Hyderabad,,1 day ago
Field Assistant (Contractual) For a funded research project,Capgemini,3.7,interviewinghlookuppythondata analysismis reportingpivot tablevlookupgoogle sheets,3-4 Yrs,Hyderabad,,2 days ago
Specialist Software Engineer - Safety ART - Safety Reporting,Tata Consultancy Services,3.3,software engineersnowflakepythondata analysisdrug safetydatabrickscognospharmacovigilance,1-4 Yrs,Hyderabad,,1 day ago
Senior Machine Learning Engineer,Grid Dynamics,3,machine learnings3pythonsqlitenatural language processingaillmartificial intelligence,2-3 Yrs,Hyderabad,,1 day ago
Regulatory Reporting Analyst,Align Technology,2.6,Regulatory ReportingFinancial ReportingAccountingFinanceRegulatory ComplianceData ReconciliationAUDIT SUPPORTData Analysis,3-5 Yrs,Hyderabad,,1 day ago
Senior Data Modeller,Cerebra,2.7,Data analysismetadataReconciliationAgileData analyticsGap analysisdata mappingTechnical support,5-10 Yrs,Hyderabad,,1 day ago
Data Scientist - Technical Services & Manufacturing Sciences,Cloudxtreme,3,PLMAutomationERPManager Quality AssuranceCodingAnalyticalPharmaHealthcare,3-8 Yrs,Hyderabad,,2 days ago
Senior Technical Associate,Excelra,3.5,data visualizationtrend analysisjiradata analysistroubleshootingconfluencesqlbilling,1-5 Yrs,Hyderabad,,2 days ago
Reporting Analyst,Sterling Holidays,3.7,pivot tablegooglejavascriptdocpivothlookupconditional formattingmacros,18-23 Yrs,Hyderabad,,2 days ago
Financial Analyst,Cloudxtreme,3,financial analysisdata managementgtsgoogle sheetspower queryhlookupconditional formattingmacros,5-10 Yrs,Hyderabad,,2 days ago
Workforce Services Analyst,Accenture,3.7,service operationsssasservice managementworkforce managementwfmproject managementdata analysismis reporting,6-8 Yrs,Hyderabad,,2 days ago
Dialer Manager,Accenture,3.7,almdialerms accessdialer managementwfmgenesysoperations managementdata analysis,10-12 Yrs,Hyderabad,,2 days ago
Senior Real Time Analyst (WFM Managed Services),Accenture,3.7,biworkforce managementroot cause analysistableauwfmmacrosdata analysismis reporting,1-6 Yrs,Hyderabad,,2 days ago
Asset Management Engineer L0,Accenture,3.7,asset managementdatabasedata analysis toolsms exceldata analysiscomplianceprocurementit hardware,3-8 Yrs,Hyderabad,,2 days ago
Director - Medical Coding,Accenture,3.7,medical codingfront endclient relationship managementdata analysiscustomer satisfactionservice deliverycomplianceclient relationship,4-8 Yrs,Hyderabad,,2 days ago
Salesforce Expert,Accenture,3.7,technical managementsalesforcehcmworkflow automationhtmlvisualforcecsspython,7-10 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,1 day ago
Deputy Manager/ Manager - Finance (Payables Head),Accenture,3.7,ERPGSTTDSTaxationFinancePayablesManagement,5-10 Yrs,Hyderabad,,2 days ago
Implementation Conversion Analyst - Banking,Accenture,3.7,project managementpythondata analysistransmitterspaymentsbusiness analysisdata warehousingbanking operations,8-13 Yrs,Hyderabad,,2 days ago
AMP AI Services - Cloud AI Engineer,Accenture,3.7,C++Web servicesComplianceData modelingCloudDistribution systemMonitoringSQL,5-7 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer - Apple Ads,Accenture,3.7,C++GCPDebuggingMachine learningSCALAAgileData processingDistribution system,12-17 Yrs,Hyderabad,,3 weeks ago
CarbyneTech - Data Science Engineer - Machine/Deep Learning Models,Vertex Computer Systems,3.9,Brand ManagementAdvertisingMarketingTensorflowRBig DataNumpyPython,8-12 Yrs,Hyderabad,,Today
Senior AI/ML Developer,Prudent Globaltech Solutions,4.1,Agentic AiVertex AiAzure AiAzure StudioPythonAimlCopilotVertex,7-8 Yrs,Hyderabad,,2 days ago
AMP AI Services - Cloud AI Engineer,Accenture,3.7,C++Web servicesComplianceData modelingCloudDistribution systemMonitoringSQL,3-5 Yrs,Hyderabad,,2 days ago
Sr Data Engineer,Amgen Inc,2.7,Data Engineeringpythondata engineermavensprintdatabricksmachine learningsql server,5-8 Yrs,Hyderabad,,3 weeks ago
Machine Learning Engineer,Amgen Inc,2.7,Power BIAzureAnalytics modelingFastAPIAPIPythonMLAnalytics,5-8 Yrs,Hyderabad,,2 days ago
Technical Manager - Application Development & Support (Java),Accenture,3.7,UnixAutomationTomcatApplication supportLinuxProduction supportJBossWeblogic,2-4 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 days ago
GenAI Lead,Amgen Inc,2.7,foundrykubernetescontinuous integrationvertexartificial intelligencescalabilitydockercloud,3-7 Yrs,Hyderabad,,Today
Area Sales Manager,Amgen Inc,2.7,Area Sales ManagementLead GenerationSalesRelationship ManagementCustomer Relationship ManagementCold CallingData AnalysisCustomer Management,3-8 Yrs,Hyderabad,,Few hours ago
Data Scientist - Patient Finding,Amgen Inc,2.7,data scientistpythongitdata scienceJupyter notebookspredictive modelingdatabricksdata visualization,3-8 Yrs,Hyderabad,,Few hours ago
Domain Consultant L2,Pepsico,4,presalesdata analysisbusiness process119314business strategyprocess analysisproject planningL2,8-10 Yrs,Hyderabad,,Few hours ago
Domain Consultant L2,Amgen Inc,2.7,presales119312data analysisbusiness processbusiness strategyprocess analysisproject planningL2,3-8 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer (Mid-Level),Accenture,3.7,Computer visionCareer developmentC++CodingGCPMachine learninghigh performance computingMonitoring,3-12 Yrs,Hyderabad,,Few hours ago
Data Scientist-Advanced Analytics,Accenture,3.7,data scientistemerging technologiesdata managementdata management systemsai solutionsdata engineeraibusiness processes,3-8 Yrs,Hyderabad,,Today
AI / ML Engineer,Amgen Inc,2.7,ml engineerimage processingdata preprocessingnatural language processingneural networksaiuser experienceartificial intelligence,3-8 Yrs,Hyderabad,,Today
AI / ML Engineer,Amgen Inc,2.7,ml engineerimage processingnatural language processinggenerative aineural networksaiartificial intelligencecloud ai,10-15 Yrs,"Hyderabad, Ahmedabad",,Few hours ago
Domain Consultant L3,Amgen Inc,2.7,business analysisdata analysisbusiness processbusiness strategylesspresalesproject planningPlanning,10-14 Yrs,Hyderabad,,Today
AI / ML Engineer,Amgen Inc,2.7,ml engineerdata preprocessingpythonsoftware developmentneural networksaicloud platformsmachine learning,6-11 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Machine Learning Engineer - Apple Ads,Accenture,3.7,TrainingNetworkingMachine learningAgileManager TechnologyAdvertisingTechnology managementApple,7-12 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,Amgen Inc,2.7,software engineersapdata analysisbusiness process mappingsap sdbusiness processessalesapplication development,10-15 Yrs,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",,Few hours ago
Custom Software Engineer,Accenture,3.7,software engineerapplication developerdata analysisbusiness processesmicrosoft azurevisualization toolsmachine learningapplication development,8-13 Yrs,"Hyderabad, Gurugram, Chennai",,1 day ago
Product Manager,Accenture,3.7,product managerfront endconfluenceuxdata analysisretailcontent managementstrategic planning,6-11 Yrs,Hyderabad,,1 day ago
Technical Product Owner,Accenture,3.7,MockupsTPOAgileHealthcareUI ScreensBAUITechnical,2-7 Yrs,Hyderabad,,1 day ago
Azure Data Engineer,Bhagyanagar Gas,3.4,Azure Data EngineeringAzure Data FactoryPysparkAzure DatabricksSQLPythonData EngineeringEngineering,4-9 Yrs,Hybrid - Hyderabad,,Few hours ago
Data Engineer,Amgen Inc,2.7,data engineers3rdspythoneltdata engineeringnosqlsql,5-6 Yrs,Hyderabad,,2 days ago
Lead Data Engineer,Blend360 India,3,Data EngineeringSQLSnowflakeETLCore BankingBigdataFiservInformatica,2-3 Yrs,Hyderabad,,Few hours ago
Sr Databricks engineer,Accenture,3.7,DatabricksParquetAzureDelta LakeDataMedallion ArchitectureETLdata engineering,3-8 Yrs,Hyderabad,,Today
GCP Cloud data engineer,Accenture,3.7,data engineercloudpythondata analysisgcpprogrammertalendcloud storage,7-10 Yrs,Hyderabad,,Few hours ago
Team Lead - Data Analysis & Notifications,Accenture,3.7,AdministrationCareer developmentData analysisDocument reviewExcelCodingManager Quality ControlMacros,3-7 Yrs,Hyderabad,,Few hours ago
Compensation Associate,Accenture,3.7,RewardsUS compensationcompensation,1-4 Yrs,Hyderabad,,Few hours ago
Associate - Data,Accenture,3.7,data analyticsdata analysisanalytics toolsfintechfinancial servicesdata analystdata preparationsql,3-8 Yrs,"Hyderabad, Chennai, Bengaluru",,Few hours ago
Software Development Engineer in Test,Accenture,3.7,kubernetessoftware developmentdata analysistest automationmachine learningdockerqajava,6-10 Yrs,Hyderabad,,Few hours ago
Associate Software License Solutions Consultant,Accenture,3.7,financial analysisdata analysisforecastingbusiness analysisbusiness developmentmarket researchanalysissales,3-7 Yrs,Hyderabad,,Few hours ago
"Senior Data Analyst, IN",Accenture,3.7,emerging technologiesalgorithmsdata analysisdata systemsdesigndata analysis and visualizationvisualization toolsbusiness growth,5-7 Yrs,Hyderabad,,Few hours ago
Applied AI ML Associate Senior,Accenture,3.7,pythonnatural language processingaicloud platformsdata architecturellmmachine learninguser experience,5-10 Yrs,Hyderabad,,Few hours ago
Software Development Engineer in Test,Accenture,3.7,kubernetessoftware developmentdata analysistest automationmachine learningdockerqajava,3-8 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,Few hours ago
